Name,Country,DoB,PlayerNo
Kristján Finnbogason,Iceland,12/01/1995,5311
Claudemir,Brazil,27/03/1988,5312
Thomas Delaney,Denmark,03/09/1991,5313
Thomas Kristensen,Denmark,17/04/1983,5314
Younes Felfel,Denmark,24/11/1995,5315
Mikkel Wohlgemuth,Denmark,04/06/1995,5316
Mos,Norway,01/08/1988,5317
Igor Vetokele,Angola,23/03/1992,5318
Nicolai Jørgensen,Denmark,15/01/1991,5319
Youssef Toutouh,Denmark,06/10/1992,5320
Tobias Christensen,Denmark,04/01/1995,5321
Danny Amankwaa,Denmark,30/01/1994,5322
Helton,Brazil,18/05/1978,5324
Fabiano,Brazil,29/02/1988,5325
Sinan Bolat,Turkey,03/09/1988,5326
Kadú,Angola,30/11/1994,5327
Danilo,Brazil,27,5328
Maicon,Brazil,14/09/1988,5329
Héctor Quiñónes,Colombia,17/03/1992,5330
Jorge Fucile,Uruguay,19/11/1984,5331
Diego Reyes,Mexico,19/09/1992,5332
Rolando,Portugal,31/08/1985,5333
Eliaquim Mangala,France,27,5334
Abdoulaye Ba,Senegal,01/01/1991,5335
Alex Sandro,Brazil,26/01/1991,5336
Víctor García,Venezuela,11/06/1994,5337
André Castro,Portugal,02/04/1988,5338
Josué,Portugal,17/09/1990,5339
Juan Quintero,Colombia,18/01/1993,5340
Héctor Herrera,Mexico,19/04/1990,5341
Carlos Eduardo,Brazil,17/10/1989,5342
Ricardo Pereira,Portugal,25,5343
Fernando,Brazil,25/07/1987,5344
Steven Defour,Belgium,30,5345
Tiago Rodrigues,Portugal,29/01/1992,5346
Agu,Nigeria,27/05/1993,5347
Tozé,Portugal,14/01/1993,5348
Juan Iturbe,Paraguay,04/06/1993,5349
Jackson Martínez,Colombia,03/10/1986,5350
Nabil Ghilas,Algeria,20/04/1990,5351
Kléber,Brazil,02/05/1990,5352
Marat Izmailov,Russia,21/09/1982,5353
Silvestre Varela,Portugal,02/02/1985,5354
Licá,Portugal,08/09/1988,5355
Djalma,Angola,30/05/1987,5356
Kelvin,Brazil,01/06/1993,5357
Joris Kayembe,Belgium,08/08/1994,5358
Ralf Fährmann,Germany,27/09/1988,5361
Timo Hildebrand,Germany,05/04/1979,5362
Marvin Friedrich,Germany,13/12/1995,5363
Tim Hoogland,Germany,11/06/1985,5364
Jan Kirchhoff,Germany,01/10/1990,5365
Benedikt Höwedes,Germany,29/02/1988,5366
Felipe Santana,Brazil,17/03/1986,5367
Sead Kolasinac,Bosnia And Herzegovina,25,5368
Kyriakos Papadopoulos,Greece,23/02/1992,5369
Atsuto Uchida,Japan,27/03/1988,5370
Christian Fuchs,Austria,32,5371
Kaan Ayhan,Turkey,10/11/1994,5372
Dennis Erdmann,Germany,22/11/1990,5373
Philipp Max,Germany,30/09/1993,5374
Joel Matip,Cameroon,27,5375
Roman Neustädter,Russia,18/02/1988,5376
Max Meyer,Germany,23,5377
Leon Goretzka,Germany,06/02/1995,5378
Julian Draxler,Germany,20/09/1993,5379
Christian Clemens,Germany,04/08/1991,5380
Marco Höger,Germany,16/09/1989,5381
Dennis Aogo,Germany,14/01/1987,5382
Jefferson Farfán,Peru,26/10/1984,5383
Leroy Sané,Germany,23,5384
Robert Leipertz,Germany,01/02/1993,5385
René Klingenburg,Germany,29/12/1993,5386
Marcel Sobottka,Germany,25/04/1994,5387
Anthony Annan,Ghana,21/07/1986,5388
Gerald Asamoah,Germany,03/10/1978,5389
Chinedu Obasi,Nigeria,01/06/1986,5390
Klaas-Jan Huntelaar,Netherlands,12/08/1983,5391
Ádám Szalai,Hungary,09/12/1987,5392
Donis Avdijaj,Kosovo,25/08/1996,5393
Pascal Grünwald,Austria,13/11/1982,5418
Heinz Lindner,Austria,17/07/1990,5419
Ivan Kardum,Croatia,18/07/1987,5420
Osman Hadzikic,Austria,12/03/1996,5421
Tino Casali,Austria,14/11/1995,5422
Kaja Rogulj,Croatia,15/06/1986,5423
Phillipp Koblischek,Austria,17/02/1992,5424
Lukas Rotpuller,Austria,31/03/1991,5425
Manuel Ortlechner,Austria,04/03/1980,5426
Christian Ramsebner,Austria,26/03/1989,5427
Markus Suttner,Austria,16/04/1987,5428
Fabian Koch,Austria,24/06/1989,5429
Michael Blauensteiner,Austria,11/02/1995,5430
Petar Gluhakovic,Austria,25/03/1996,5431
Michael Lechner,Austria,03/03/1994,5432
Marco Stark,Austria,05/01/1993,5433
Eric Plattensteiner,Austria,22/12/1991,5434
Alexander Grünwald,Austria,01/05/1989,5435
Florian Mader,Austria,14/09/1982,5436
Thomas Murg,Austria,14/11/1994,5437
Alexander Gorgon,Austria,28/10/1988,5438
Sascha Horvath,Austria,22/08/1996,5439
Bernhard Luxbacher,Austria,18/11/1994,5440
Srdan Spiridonovic,Austria,13/10/1993,5441
David De Paula,Spain,03/05/1984,5442
James Holland,Australia,15/05/1989,5443
Emir Dilaver,Austria,07/05/1991,5444
Daniel Royer,Austria,22/05/1990,5445
Michael Endlicher,Austria,11/02/1995,5446
Peter Michorl,Austria,09/05/1995,5447
Thomas Salamon,Austria,18/01/1989,5448
Tarkan Serbest,Turkey,02/05/1994,5449
Marko Zlatkovic,Serbia,25/01/1996,5450
Nikola Zivotic,Austria,26/01/1996,5451
Ola Kamara,Norway,15/10/1989,5452
Tomás Jun,Czech Republic,17/01/1983,5453
Philipp Hosiner,Austria,15/05/1989,5454
Marko Stankovic,Austria,17/02/1986,5455
Roman Kienast,Austria,29/03/1984,5456
Dominik Prokop,Austria,02/06/1997,5457
Alexander Frank,Austria,24/03/1994,5458
Fernando Muslera,Uruguay,16/06/1986,5459
Eray Iscan,Turkey,19/07/1991,5460
Alperen Uysal,Turkey,01/01/1994,5461
Aykut Ercetin,Turkey,14/09/1982,5462
Ufuk Ceylan,Turkey,23/06/1986,5463
Guillermo Burdisso,Argentina,26/09/1988,5464
Gökhan Zan,Turkey,07/09/1981,5465
Dany Nounkeu,Cameroon,11/04/1986,5466
Alex Telles,Brazil,15/12/1992,5467
Aurélien Chedjou,Cameroon,20/06/1985,5468
Hakan Balta,Turkey,23/03/1983,5469
Semih Kaya,Turkey,24/02/1991,5470
Koray Günter,Germany,16/08/1994,5471
Emre Can Coskun,Turkey,07/06/1994,5472
Salih Dursun,Turkey,12/07/1991,5473
Berk Yildiz,Turkey,09/01/1996,5474
Felipe Melo,Brazil,26/06/1983,5475
Hamit Altintop,Turkey,08/12/1982,5476
Ceyhun Gülselam,Turkey,25/12/1987,5477
Aydin Yilmaz,Turkey,29/01/1988,5478
Selcuk Inan,Turkey,10/02/1985,5479
Wesley Sneijder,Netherlands,09/06/1984,5480
Bruma,Portugal,24/10/1994,5481
Izet Hajrovic,Bosnia And Herzegovina,04/08/1991,5482
Furkan Ozcal,Turkey,03/09/1990,5483
Ibrahim Coskun,Turkey,03/03/1995,5484
Yekta Kurtulus,Turkey,11/12/1985,5485
Yigit Gökoglan,Turkey,05/06/1989,5486
Oguzhan Kayar,Turkey,02/04/1995,5487
Engin Baytar,Turkey,11/07/1983,5488
Emre Colak,Turkey,20/05/1991,5489
Nordin Amrabat,Morocco,31/03/1987,5490
Sabri Sarioglu,Turkey,26/07/1984,5491
Veysel Sari,Turkey,25/07/1988,5492
Umut Gundogan,Turkey,12/06/1990,5493
Lucas Ontivero,Argentina,09/09/1994,5494
Sercan Yildirim,Turkey,05/04/1990,5495
Umut Bulut,Turkey,15/03/1983,5496
Burak Yilmaz,Turkey,15/07/1985,5497
Berk Ismael Unsal,Turkey,06/08/1994,5498
Laurentiu Branescu,Romania,30/03/1994,5499
Nicola Leali,Italy,17/02/1993,5500
Timothy Nocchi,Italy,07/07/1990,5501
Gianluigi Buffon,Italy,28/01/1978,5502
Marco Storari,Italy,07/01/1977,5503
Rubinho,Brazil,04/08/1982,5504
Gianmarco Vannucchi,Italy,30/07/1995,5505
Leonardo Citti,Italy,14/07/1995,5506
Hördur Magnússon,Iceland,11/02/1993,5507
Matteo Liviero,Italy,13/04/1993,5508
Frederik Sörensen,Denmark,14/04/1992,5509
Prince,France,24/12/1993,5510
Mauricio Isla,Chile,12/06/1988,5511
Giorgio Chiellini,Italy,14/08/1984,5512
Martín Cáceres,Uruguay,07/04/1987,5513
Angelo Ogbonna,Italy,30,5514
Federico Peluso,Italy,20/01/1984,5515
Andrea Barzagli,Italy,08/05/1981,5516
Marco Motta,Italy,14/05/1986,5517
Paolo De Ceglie,Italy,17/09/1986,5518
Leonardo Bonucci,Italy,01/05/1987,5519
Stephan Lichtsteiner,Switzerland,35,5520
Filippo Romagna,Italy,26/05/1997,5521
Joel Untersee,Switzerland,11/02/1994,5522
Filippo Penna,Italy,24/03/1995,5523
Gabriel Pires,Brazil,18/09/1993,5524
Luca Castiglia,Italy,17/03/1989,5525
Elio De Silvestro,Italy,10/03/1993,5526
Carlo Ilari,Italy,12/12/1991,5527
Michele Cavion,Italy,08/12/1994,5528
Leonardo Spinazzola,Italy,25/03/1993,5529
Simone Pepe,Italy,30/08/1983,5530
Claudio Marchisio,Italy,19/01/1986,5531
Fausto Rossi,Italy,03/12/1990,5532
Simone Padoin,Italy,18/03/1984,5533
Andrea Pirlo,Italy,19/05/1979,5534
Kwadwo Asamoah,Ghana,09/12/1988,5535
Arturo Vidal,Chile,22/05/1987,5536
Ouasim Bouy,Netherlands,11/06/1993,5537
Matteo Gerbaudo,Italy,10/05/1995,5538
Federico Mattiello,Italy,14/07/1995,5539
Luca Marrone,Italy,28/03/1990,5540
Vykintas Slivka,Lithuania,29/04/1995,5541
Marcel Büchel,Liechtenstein,18/03/1991,5542
Niko Bianconi,Italy,01/01/1990,5543
Stefano Padovan,Italy,16/04/1994,5544
Mame Thiam,Senegal,09/10/1992,5545
Zoran Josipovic,Switzerland,25/08/1995,5546
Jorge Martínez,Uruguay,05/04/1983,5547
Mbaye Diagne,Cote D'Ivoire,28/10/1991,5548
Mirko Vucinic,Montenegro,01/10/1983,5549
Sebastian Giovinco,Italy,26/01/1987,5550
Fernando Llorente,Spain,33,5551
Fabio Quagliarella,Italy,31/01/1983,5552
Stefano Beltrame,Italy,08/02/1993,5553
Younes Bnou Marzouk,Morocco,02/03/1996,5554
Richmond Boakye,Ghana,28/01/1993,5555
Shay Facey,England,07/01/1995,5557
Emyr Huws,Wales,30/09/1993,5558
Bersant Celina,Kosovo,09/09/1996,5559
Devante Cole,England,10/05/1995,5560
Tom Lawrence,Wales,13/01/1994,5561
James Wilson,England,01/12/1995,5562
Gennaro Bracigliano,France,01/03/1980,5564
Brice Samba,France,25/04/1994,5565
Steve Mandanda,France,28/03/1985,5566
Julien Fabri,France,05/02/1994,5567
Sénah Mango,Togo,13/12/1991,5568
Baptiste Aloe,France,29/06/1994,5569
Nicolas Nkoulou,Cameroon,27/03/1990,5570
Lucas Mendes,Brazil,03/07/1990,5571
Gaël Andonian,Armenia,07/02/1995,5572
Jérémy Morel,France,02/04/1984,5573
Laurent Abergel,France,01/02/1993,5574
Benjamin Mendy,France,24,5575
Rod Fanni,France,06/12/1981,5576
Brice Dja Djédjé,Cote D'Ivoire,23/12/1990,5577
Alexander N'Doumbou,Gabon,04/01/1992,5578
Bill Poni Tuiloma,New Zealand,27/03/1995,5579
Foued Kadir,Algeria,05/12/1983,5580
Momar Bangoura,Senegal,24/02/1994,5581
Benoit Cheyrou,France,03/05/1981,5582
Mario Lemina,Gabon,25,5583
Kevin Osei,France,26/03/1991,5584
Florian Thauvin,France,26/01/1993,5585
Dimitri Payet,France,29/03/1987,5586
Jacques-Alaixys Romao,Togo,18/01/1984,5587
Giannelli Imbula,The Democratic Republic Of Congo,12/09/1992,5588
Larry Azouni,Tunisia,23/03/1994,5589
Mathieu Valbuena,France,28/09/1984,5590
Wesley Jobello,France,23/01/1994,5591
Modou Sougou,Senegal,18/12/1984,5592
André-Pierre Gignac,France,05/12/1985,5593
André Ayew,Ghana,17/12/1989,5594
Jordan Ayew,Ghana,27,5595
Billel Omrani,France,02/06/1993,5596
Florian Raspentino,France,06/06/1989,5597
Saber Khalifa,Tunisia,14/10/1986,5598
Davide Narduzzo,Italy,16/10/1994,5601
Marco Amelia,Italy,02/04/1982,5602
Christian Abbiati,Italy,08/07/1977,5603
Ferdinando Coppola,Italy,10/06/1978,5604
Gabriel,Brazil,27/09/1992,5605
Stefan Simic,Czech Republic,20/01/1995,5606
Johad Ferretti,Italy,30/05/1994,5607
Mattia De Sciglio,Italy,20/10/1992,5608
Philippe Mexes,France,30/03/1982,5609
Adil Rami,France,27/12/1985,5610
Michelangelo Albertazzi,Italy,07/01/1991,5611
Cristián Zapata,Colombia,30/09/1986,5612
Ignazio Abate,Italy,12/11/1986,5613
Kevin Constant,Guinea,15/05/1987,5614
Daniele Bonera,Italy,31/05/1981,5615
Matías Silvestre,Argentina,25/09/1984,5616
Jherson Vergara,Colombia,26/05/1994,5617
Dídac Vilá,Spain,09/06/1989,5618
Luca Iotti,Italy,09/11/1995,5619
Marco Pinato,Italy,09/01/1995,5620
Rodrigo Ely,Brazil,03/11/1993,5621
Cristian Zaccardo,Italy,21/12/1981,5622
Alessio Innocenti,Argentina,04/02/1993,5623
Edmund Hottor,Ghana,06/05/1993,5624
Marco Fossati,Italy,05/10/1992,5625
Riccardo Saponara,Italy,21/12/1991,5626
Bakaye Traoré,Mali,06/03/1985,5627
Valter Birsa,Slovenia,07/08/1986,5628
Andrea Poli,Italy,29/09/1989,5629
Riccardo Montolivo,Italy,18/01/1985,5630
Kaká,Brazil,22/04/1982,5631
Antonio Nocerino,Italy,09/04/1985,5632
Bryan Cristante,Italy,03/03/1995,5633
Zan Benedicic,Slovenia,03/10/1995,5634
Mario Piccinocchi,Italy,21/02/1995,5635
Alessandro Mastalli,Italy,07/02/1996,5636
Andrej Modic,Bosnia And Herzegovina,07/03/1996,5637
Simone Calvano,Italy,11/07/1993,5638
Nnamdi Oduamadi,Nigeria,17/10/1990,5639
Gianmario Comi,Italy,03/05/1992,5640
Kingsley Boateng,Italy,07/04/1994,5641
Gianmarco Zigoni,Italy,10/05/1991,5642
Simone Ganz,Italy,21/09/1993,5643
Elpidio Coppa,Italy,06/10/1914,5644
Andrea Petagna,Italy,30/06/1995,5645
Ezekiel Henty,Nigeria,13/05/1993,5646
Alessandro Matri,Italy,19/08/1984,5647
Keisuke Honda,Japan,13/06/1986,5648
Giampaolo Pazzini,Italy,02/08/1984,5649
M'Baye Niang,Senegal,19/12/1994,5650
Giacomo Beretta,Italy,14/03/1992,5651
Davide Di Molfetta,Italy,23/06/1996,5652
Stephan El Shaarawy,Italy,27/10/1992,5653
Hachim Mastour,Morocco,15/06/1998,5654
Luigi Sepe,Italy,08/05/1991,5656
Rafael Cabral,Brazil,20/05/1990,5657
Nikita Contini,Italy,21/05/1996,5658
Roberto Colombo,Italy,24/08/1975,5659
Toni Doblas,Spain,06/08/1980,5660
Antonio Rosati,Italy,26/06/1983,5661
Giuseppe Nicolao,Italy,05/03/1994,5662
Ignacio Fideleff,Argentina,04/07/1989,5663
Luigi Vitale,Italy,05/10/1987,5664
Anthony Réveillere,France,10/11/1979,5665
Ivan Strinic,Croatia,17/07/1987,5666
Henrique,Brazil,14/10/1986,5667
Miguel Britos,Uruguay,33,5668
Christian Maggio,Italy,11/02/1982,5669
Giandomenico Mesto,Italy,25/05/1982,5670
Juan Camilo Zuñiga,Colombia,14/12/1985,5671
Federico Fernández,Argentina,29,5672
Faouzi Ghoulam,Algeria,01/02/1991,5673
Raúl Albiol,Spain,04/09/1985,5674
Bruno Uvini,Brazil,03/06/1991,5675
Alessandro Gamberini,Italy,27/08/1981,5676
Igor Lasicki,Poland,26/06/1995,5677
Sebastiano Luperto,Italy,06/09/1996,5678
Marco Donadel,Italy,21/04/1983,5679
Raffaele Maiello,Italy,10/07/1991,5680
Daniele Donnarumma,Italy,12/04/1992,5681
Jorginho,Italy,27,5682
Omar El Kaddouri,Morocco,21/08/1990,5683
Davide Bariti,Italy,07/07/1991,5684
Dries Mertens,Belgium,06/05/1987,5685
Marek Hamsik,Slovakia,27/07/1987,5686
Josip Radosevic,Croatia,03/04/1994,5687
Pablo Armero,Colombia,02/11/1986,5688
Antonio Romano,Italy,23/03/1996,5689
Walter Gargano,Uruguay,23/07/1984,5690
Gökhan Inler,Switzerland,27/06/1984,5691
Giuseppe Fornito,Italy,06/09/1994,5692
Camillo Ciano,Italy,22/02/1990,5693
Nicolao Dumitru,Italy,12/10/1991,5694
Roberto Insigne,Italy,11/05/1994,5695
Eduardo Vargas,Chile,20/11/1989,5696
José Callejón,Spain,11/02/1987,5697
Gonzalo Higuaín,Argentina,31,5698
Goran Pandev,Macedonia,27/07/1983,5699
Lorenzo Insigne,Italy,04/06/1991,5700
Emanuele Calaiò,Italy,08/01/1982,5701
Soma Novothny,Hungary,16/06/1994,5702
Duván Zapata,Colombia,01/04/1991,5703
Balázs Megyeri,Hungary,31/03/1990,5704
Andreas Gianniotis,Greece,18/12/1992,5705
Leandro,Brazil,24/01/1994,5706
Manolis Tzanakakis,Greece,30/04/1992,5707
Charalampos Lykogiannis,Greece,22/10/1993,5708
Vasilios Karagounis,Greece,18/01/1994,5709
Giannis Maniatis,Greece,12/10/1986,5710
Miguel Torres,Spain,28/01/1986,5711
Anastasios Papazoglou,Greece,24/09/1988,5712
José Holebas,Greece,34,5713
Avraam Papadopoulos,Greece,03/12/1984,5714
Dimitrios Siovas,Greece,16/09/1988,5715
Kostas Manolas,Greece,14/06/1991,5716
Iván Marcano,Spain,23/06/1987,5717
Praxitelis Vouros,Greece,05/05/1995,5718
Leandro Salino,Brazil,22/04/1985,5719
Claude Dielna,France,14/12/1987,5720
Gaëtan Bong,Cameroon,30,5721
Antonis Papasavas,Greece,20/03/1995,5722
Nikolaos Ioannidis,Greece,26/04/1994,5723
Sambou Yatabaré,Mali,02/03/1989,5724
Juan Pablo Pino,Colombia,30/03/1987,5725
Sasa Zdjelar,Serbia,20/03/1995,5726
Petar Grbic,Montenegro,07/08/1988,5727
Paulo Machado,Portugal,31/03/1986,5728
Ariel Ibagaza,Argentina,27/10/1976,5729
Delvin N'Dinga,Congo,14/03/1988,5730
Andreas Samaris,Greece,13/06/1989,5731
Tomás De Vincenti,Argentina,09/02/1989,5732
Hernán Pérez,Paraguay,25/02/1989,5733
Andreas Bouchalakis,Greece,05/04/1993,5734
David Fuster,Spain,03/02/1982,5735
Manolis Saliakas,Greece,12/09/1996,5736
Aleksandar Katai,Serbia,06/02/1991,5737
Panagiotis Vlachodimos,Greece,12/10/1991,5738
Boban Lazic,Netherlands,29/01/1994,5739
Javier Saviola,Argentina,11/12/1981,5740
Alejandro Domínguez,Argentina,10/06/1981,5741
Dimitrios Diamantakos,Greece,05/03/1993,5742
Nélson Haedo Valdez,Paraguay,28/11/1983,5743
Nikolaos Vergos,Greece,13/01/1996,5744
Marko Scepovic,Serbia,23/05/1991,5745
Michael Olaitan,Nigeria,01/01/1993,5746
Alphonse Areola,France,27/02/1993,5748
Nicolas Douchez,France,22/04/1980,5749
Mike Maignan,France,03/07/1995,5750
Salvatore Sirigu,Italy,12/01/1987,5751
Mory Diaw,France,22/06/1993,5752
Jordan Ikoko,Congo,03/02/1994,5753
Thiago Silva,Brazil,22/09/1984,5754
Marquinhos,Brazil,14/05/1994,5755
Maxwell,Brazil,27/08/1981,5756
Youssouf Sabaly,Senegal,05/03/1993,5757
Lucas Digne,France,25,5758
Gregory van der Wiel,Netherlands,03/02/1988,5759
Christophe Jallet,France,31/10/1983,5760
Antoine Conte,France,29/01/1994,5761
Lucas Moura,Brazil,26,5762
Thiago Motta,Italy,28/08/1982,5763
Blaise Matuidi,France,09/04/1987,5764
Clément Chantôme,France,11/09/1987,5765
Marco Verratti,Italy,05/11/1992,5766
Adrien Rabiot,France,03/04/1995,5767
Javier Pastore,Argentina,20/06/1989,5768
Kingsley Coman,France,13/06/1996,5769
Jérémy Ménez,France,07/05/1987,5770
Edinson Cavani,Uruguay,14/02/1987,5771
Zlatan Ibrahimovic,Sweden,03/10/1981,5772
Jean-Christophe Bahebeck,France,01/05/1993,5773
Hervin Ongenda,France,24/06/1995,5774
Ezequiel Lavezzi,Argentina,03/05/1985,5775
Iker Casillas,Spain,20/05/1981,5778
Jesús Fernández,Spain,11/06/1988,5779
Diego López,Spain,03/11/1981,5780
Fernando Pacheco,Spain,18/05/1992,5781
Raphael Varane,France,25/04/1993,5782
Pepe,Portugal,26/02/1983,5783
Sergio Ramos,Spain,30/03/1986,5784
Fábio Coentrão,Portugal,11/03/1988,5785
Marcelo,Brazil,12/05/1988,5786
Daniel Carvajal,Spain,11/01/1992,5787
Nacho,Spain,18/01/1990,5788
Jorge Casado,Spain,26/06/1989,5789
Diego Llorente,Spain,16/08/1993,5790
Denis Cheryshev,Russia,26/12/1990,5791
Sami Khedira,Germany,04/04/1987,5792
Casemiro,Brazil,23/02/1992,5793
Ángel Di María,Argentina,14/02/1988,5794
Isco,Spain,21/04/1992,5795
Asier Illarramendi,Spain,08/03/1990,5796
Burgui,Spain,29/10/1993,5797
Lucas Vázquez,Spain,01/07/1991,5798
Omar Mascarell,Spain,02/02/1993,5799
Jaime Romero,Spain,31/07/1990,5800
José Rodríguez,Spain,16/12/1994,5801
Karim Benzema,France,19/12/1987,5802
Jesé,Spain,26/02/1993,5803
Raúl de Tomás,Spain,17/10/1994,5805
Willian José,Brazil,23/11/1991,5806
Claudio Bravo,Chile,35,5810
Eñaut Zubikarai,Spain,26/02/1984,5811
Enrique Royo,Spain,14/06/1991,5812
Carlos Martínez,Spain,09/04/1986,5813
Mikel González,Spain,24/09/1985,5814
Íñigo Martínez,Spain,17/05/1991,5815
Ion Ansotegi,Spain,13/07/1982,5816
Cote,Spain,05/09/1989,5817
Joseba Zaldua,Spain,24/06/1992,5818
Liassine Cadamuro,Algeria,05/03/1988,5819
Dani Estrada,Spain,03/01/1987,5820
Alberto de la Bella,Spain,02/12/1985,5821
Alexander Callens,Peru,04/05/1992,5822
Alain Eizmendi,Spain,10/06/1990,5823
Gorka Elustondo,Spain,18/03/1987,5824
Markel Bergara,Spain,05/05/1986,5825
Antoine Griezmann,France,21/03/1991,5826
Xabi Prieto,Spain,29/08/1983,5827
Rubén Pardo,Spain,22/10/1992,5828
Sergio Canales,Spain,16/02/1991,5829
David Zurutuza,Spain,19/07/1986,5830
Gonzalo Castro,Uruguay,14/09/1984,5831
Javi Ros,Spain,16/02/1990,5832
Jon Gaztañaga,Spain,28/06/1991,5833
Marco Sangalli,Spain,07/02/1992,5834
Pablo Hervías,Spain,08/03/1993,5835
Haris Seferovic,Switzerland,22/02/1992,5836
Imanol Agirretxe,Spain,24/02/1987,5837
Diego Ifrán,Uruguay,08/06/1987,5838
Alain Oyarzun,Spain,27/09/1993,5839
Mulopo Kudimbana,Congo,21/01/1987,5842
Silvio Proto,Belgium,23/05/1983,5843
Thomas Kaminski,Belgium,23/10/1992,5844
Davy Roef,Belgium,06/02/1994,5845
Ablaye Seck,Senegal,10/03/1988,5846
Fabrice N'Sakala,The Democratic Republic Of Congo,21/07/1990,5847
Olivier Deschacht,Belgium,16/02/1981,5848
Bram Nuytinck,Netherlands,04/05/1990,5849
Chancel Mbemba,The Democratic Republic Of Congo,08/08/1994,5850
Michael Heylen,Belgium,03/01/1994,5851
Guillaume Gillet,Belgium,09/03/1984,5852
Andreas Luckermans,Belgium,09/07/1992,5853
Mehdi Tarfi,Belgium,05/07/1993,5854
Ronald Vargas,Venezuela,02/12/1986,5855
Samy Bourard,Belgium,29/03/1996,5856
Demy de Zeeuw,Netherlands,26/05/1983,5857
A. Najar,Honduras,16/03/1993,5858
Luka Milivojevic,Serbia,27,5859
Dennis Praet,Belgium,14/05/1994,5860
Cheikhou Kouyaté,Senegal,29,5861
Massimo Bruno,Belgium,17/09/1993,5862
Sacha Kljestan,United States,09/09/1985,5863
Fede Vico,Spain,04/07/1994,5864
Youri Tielemans,Belgium,07/05/1997,5865
Leander Dendoncker,Belgium,23,5866
Nabil Jaadi,Morocco,01/07/1996,5867
Samuel Armenteros,Sweden,27/05/1990,5868
Dalibor Veselinovic,Serbia,21/09/1987,5869
Mohammed Aoulad,Belgium,29/08/1991,5870
Matías Suárez,Argentina,09/05/1988,5871
David Pollet,Belgium,12/08/1988,5872
Cyriac,Cote D'Ivoire,15/08/1990,5873
Oswal Álvarez,Colombia,11/06/1995,5874
Frank Acheampong,Ghana,16/10/1993,5875
Aaron Leya Iseka,Belgium,15/11/1997,5876
Andy Kawaya,Belgium,23/08/1996,5877
Nathan Kabasele,Belgium,14/01/1994,5878
Aleksandar Mitrovic,Serbia,24,5879
Mykyta Shevchenko,Ukraine,26/01/1993,5881
Bogdan Sarnavskiy,Ukraine,29/01/1995,5882
Andriy Pyatov,Ukraine,28/06/1984,5883
Anton Kanibolotskiy,Ukraine,16/05/1988,5884
Mykyta Kriukov,Ukraine,30/04/1991,5885
Yaroslav Oliynyk,Ukraine,14/03/1991,5886
Olexandr Volovyk,Ukraine,28/10/1985,5887
Olexandr Kucher,Ukraine,22/10/1982,5888
Viacheslav Shevchuk,Ukraine,13/05/1979,5889
Ivan Ordets,Ukraine,08/07/1992,5890
Mykola Ishchenko,Ukraine,09/03/1983,5891
Dmytro Chygrynskiy,Ukraine,07/11/1986,5892
Ismaily,Brazil,11/01/1990,5893
Sergey Krivtsov,Ukraine,15/03/1991,5894
Yaroslav Rakitskiy,Ukraine,03/08/1989,5895
Eduard Sobol,Ukraine,20/04/1995,5896
Andriy Totovytsky,Ukraine,20/01/1993,5897
David Targamadze,Georgia,22/08/1989,5898
Alan Patrick,Brazil,13/05/1991,5900
Ruslan Malinovskiy,Ukraine,04/05/1993,5901
Vyacheslav Churko,Ukraine,10/05/1993,5902
Oleksiy Polyansky,Ukraine,12/04/1986,5903
Tomás Hübschman,Czech Republic,04/09/1981,5904
Taras Stepanenko,Ukraine,08/08/1989,5905
Fred,Brazil,25,5906
Bernard,Brazil,26,5907
Vasyl Kobin,Ukraine,24/05/1985,5908
Fernando,Brazil,03/03/1992,5909
Douglas Costa,Brazil,14/09/1990,5910
Dmytro Grechyshkin,Ukraine,22/09/1991,5911
Alex Teixeira,Brazil,06/01/1990,5912
Darijo Srna,Croatia,01/05/1982,5913
Sergiy Bolbat,Ukraine,13/06/1993,5914
Tornike Okriashvili,Georgia,12/02/1992,5915
Ilsinho,Brazil,12/10/1985,5916
Vitaliy Vitsenets,Ukraine,03/08/1990,5917
Leonid Akulinin,Ukraine,07/03/1993,5918
Pylyp Budkivsky,Ukraine,10/03/1992,5919
Vladyslav Kulach,Ukraine,07/05/1993,5920
Sergiy Gryn,Ukraine,06/06/1994,5921
Wellington Nem,Brazil,06/02/1992,5922
Luiz Adriano,Brazil,12/04/1987,5923
Facundo Ferreyra,Argentina,14/03/1991,5924
Taison,Brazil,13/01/1988,5925
Valeriy Gryshyn,Ukraine,12/06/1994,5927
